,Material=Steel,Material=Aluminum,Material=Titanium,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length,valid
81,0,0,1,0.445,0.06,0.5656,0.045,73.0,0.04,0.038,0.039,0.0429,0.0255,0.015,0.0342,0.015,0.0592,0.0489,0.032,72.0,0.19,0.6,0.073,0.135,0.0,0.0,0.33,0.35,0.0123,0.002461,0.001269,0.000577,0.001947,0.002167,0.001214,0.004476,0.717301,1.0
82,0,0,1,0.445,0.06,0.5656,0.045,73.0,0.04,0.038,0.039,0.0429,0.0255,0.015,0.0342,0.015,0.0592,0.0489,0.032,71.5,0.17,0.57,0.073,0.135,0.0,0.0,0.33,0.35,0.0123,0.00086,0.003661,0.000865,0.00387,0.001059,0.008601,0.007742,0.707433,1.0
83,0,0,1,0.445,0.06,0.5656,0.045,73.0,0.04,0.038,0.039,0.0429,0.0255,0.015,0.0342,0.015,0.0592,0.0489,0.032,71.5,0.15,0.54,0.073,0.135,0.0,0.0,0.33,0.35,0.0123,0.000525,0.001798,0.007971,0.002347,0.00062358,0.00054189,0.00201,0.694412,1.0
84,1,0,0,0.425,0.037,0.5656,0.072,72.5,0.035,0.04,0.039,0.04495,0.023,0.0165,0.0302,0.015,0.048,0.062,0.0235,70.0,0.15,0.505,0.1,0.135,0.0,0.0,0.33,0.35,0.0112,0.001183,0.001209,0.001601,0.00347,0.005454,0.0009482,0.004366,0.68438,1.0
85,0,0,1,0.385,0.02,0.5656,0.05,73.0,0.04,0.0349,0.04,0.04795,0.0245,0.016,0.03,0.015,0.05,0.04,0.025,69.5,0.11,0.3,0.068,0.135,0.0,0.0,0.33,0.35,0.0123,0.000717,0.004499,0.00138,0.00064871,0.001995,0.009459,0.001597,0.65472,1.0
86,0,0,1,0.425,0.037,0.5656,0.076,72.5,0.035,0.03175,0.046,0.0447,0.0255,0.0165,0.0342,0.015,0.048,0.062,0.0255,70.5,0.165,0.505,0.1,0.135,0.0,0.0,0.33,0.35,0.0112,0.000571,0.001452,0.001809,0.001008,0.005386,0.00061814,0.0005309,0.676512,1.0
87,1,0,0,0.425,0.032,0.5656,0.072,72.5,0.035,0.04,0.053,0.04495,0.023,0.0165,0.0302,0.015,0.055,0.065,0.0235,68.5,0.15,0.505,0.1,0.135,0.0,0.0,0.33,0.35,0.0112,0.002525,0.000711,0.001746,0.003363,0.006572,0.004262,0.002188,0.681273,1.0
88,1,0,0,0.4475,0.06,0.5656,0.072,73.5,0.035,0.04,0.04,0.04495,0.023,0.0165,0.0302,0.015,0.0605,0.065,0.02,71.0,0.125,0.505,0.1,0.135,0.0,0.0,0.33,0.35,0.0112,0.006415,0.000846,0.005632,0.004623,0.00093717,0.002799,0.009508,0.721182,1.0
89,0,0,1,0.445,0.06,0.5656,0.045,73.0,0.04,0.038,0.039,0.0429,0.0255,0.015,0.0342,0.015,0.0592,0.0489,0.032,71.5,0.17,0.57,0.073,0.135,0.0,0.0,0.33,0.35,0.0123,0.000565,0.003677,0.002777,0.001442,0.008948,0.001168,0.00061363,0.707433,1.0
90,1,0,0,0.425,0.037,0.5656,0.072,72.5,0.035,0.04,0.039,0.04495,0.023,0.0165,0.0302,0.015,0.048,0.062,0.0235,70.5,0.15,0.505,0.1,0.135,0.0,0.0,0.33,0.35,0.0112,0.00051,0.00532,0.001608,0.00239,0.0012,0.001776,0.00052281,0.684163,1.0
91,0,0,1,0.425,0.035,0.5656,0.072,73.0,0.035,0.042,0.045,0.04495,0.024,0.01725,0.0342,0.015,0.06,0.062,0.0235,70.0,0.145,0.48,0.1,0.135,0.0,0.0,0.33,0.35,0.0112,0.003045,0.000858,0.003062,0.004055,0.001772,0.00514,0.0008578,0.673985,1.0
92,1,0,0,0.405,0.07,0.5656,0.045,74.0,0.04,0.0177,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.0491,0.0306,73.0,0.145,0.5151,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.002795,0.002758,0.004837,0.003879,0.005359,0.001248,0.00097065,0.653639,1.0
93,0,0,1,0.405,0.07,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0479,0.0469,0.036,73.0,0.1798,0.5739,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.005132,0.002109,0.006336,0.005132,0.009655,0.00056869,0.00070202,0.658141,1.0
94,0,0,1,0.425,0.035,0.5656,0.06,72.5,0.035,0.04,0.039,0.04495,0.024,0.017,0.0304,0.015,0.06,0.062,0.0235,70.5,0.165,0.52,0.1,0.135,0.0,0.0,0.33,0.35,0.0112,0.006978,0.002704,0.004268,0.002506,0.009515,0.001588,0.00058729,0.70109,1.0
95,1,0,0,0.445,0.06,0.5656,0.06,73.5,0.035,0.04,0.039,0.04495,0.024,0.017,0.0304,0.015,0.06,0.062,0.0235,71.0,0.135,0.52,0.1,0.135,0.0,0.0,0.33,0.35,0.0112,0.001237,0.001633,0.004103,0.001647,0.00073674,0.004519,0.001595,0.745232,1.0
96,0,0,1,0.405,0.07,0.5656,0.045,74.0,0.04,0.03015,0.045,0.0365,0.02335,0.013,0.0349,0.015,0.0484,0.0504,0.0356,73.0,0.2204,0.5854,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.000716,0.009093,0.002638,0.005611,0.001342,0.001037,0.00095586,0.669791,1.0
97,1,0,0,0.445,0.06,0.5656,0.06,73.5,0.035,0.04,0.039,0.04495,0.024,0.017,0.0304,0.015,0.06,0.062,0.0235,70.0,0.125,0.52,0.1,0.135,0.0,0.0,0.33,0.35,0.0112,0.002869,0.006462,0.000601,0.00483,0.00084102,0.00116,0.005219,0.720697,1.0
98,1,0,0,0.408,0.068,0.5656,0.03,73.0,0.04,0.0254,0.0318,0.0365,0.017,0.012,0.0286,0.015,0.0307,0.0195,0.0252,72.5,0.1442,0.5475,0.068,0.13,0.0,0.0,0.33,0.35,0.007,0.002196,0.006033,0.001306,0.001748,0.00256,0.00061768,0.001004,0.633785,1.0
99,0,0,1,0.407,0.0675,0.5656,0.045,73.0,0.04,0.0327,0.045,0.0365,0.02335,0.013,0.056,0.015,0.0217,0.0433,0.0227,73.5,0.1324,0.5903,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.00084,0.004736,0.006037,0.003135,0.002897,0.00097564,0.00096429,0.654093,1.0
100,1,0,0,0.405,0.07,0.5656,0.045,74.0,0.04,0.0312,0.045,0.04,0.02335,0.013,0.037,0.015,0.0548,0.0555,0.0309,73.0,0.145,0.5215,0.068,0.135,0.0,0.0,0.33,0.35,0.009,0.008274,0.000729,0.002609,0.001755,0.001202,0.006831,0.00081678,0.656339,1.0
101,0,0,1,0.45,0.07,0.5656,0.18,70.0,0.045,0.0552,0.05,0.0365,0.035,0.019,0.0318,0.015,0.0622,0.0699,0.0855,70.0,0.145,0.6199,0.08,0.13,0.0,0.0,0.33,0.35,0.009,0.008941,0.007989,0.000678,0.00075254,0.00339,0.003658,0.00493,0.684298,1.0
102,0,0,1,0.325,0.07,0.5656,0.05,72.0,0.041,0.02385,0.0414,0.0365,0.02335,0.013,0.0318,0.015,0.0495,0.0371,0.0258,72.0,0.1025,0.4321,0.068,0.13,0.0,0.0,0.33,0.35,0.012,0.004499,0.005363,0.002884,0.00051938,0.002165,0.00304,0.00057707,0.515196,1.0
103,1,0,0,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.0491,0.0306,73.0,0.145,0.5151,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.00593,0.000572,0.000832,0.001632,0.001618,0.001815,0.003057,0.653639,1.0
104,0,0,1,0.43,0.057,0.5656,0.045,75.0,0.035,0.0317,0.04,0.0365,0.02335,0.013,0.035,0.015,0.0448,0.0273,0.049,77.0,0.1446,0.6123,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.005289,0.005406,0.007159,0.00077601,0.001219,0.00424,0.00097635,0.69925,1.0
105,1,0,0,0.405,0.07,0.5656,0.045,74.0,0.04,0.0436,0.045,0.0615,0.02335,0.013,0.0458,0.015,0.0638,0.0623,0.0505,73.0,0.145,0.5283,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.00193,0.001031,0.002062,0.00066164,0.001169,0.003701,0.001225,0.661363,1.0
106,1,0,0,0.4,0.037,0.5656,0.025,74.0,0.0381,0.0254,0.0317,0.034,0.01735,0.0105,0.0286,0.015,0.044,0.3,0.03,74.0,0.1238,0.5,0.068,0.135,0.0,0.0,0.33,0.35,0.0106,0.001261,0.005566,0.001501,0.003069,0.001826,0.007055,0.00076811,0.633267,1.0
107,0,0,1,0.43,0.057,0.5656,0.045,75.0,0.035,0.0317,0.04,0.0365,0.02335,0.013,0.035,0.015,0.0448,0.0273,0.049,75.0,0.2685,0.6123,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.001083,0.00077,0.002011,0.007382,0.003817,0.001453,0.001331,0.666963,1.0
108,1,0,0,0.38,0.037,0.5656,0.045,72.0,0.0381,0.0175,0.0317,0.034,0.01735,0.0105,0.0286,0.015,0.044,0.035,0.167,72.0,0.2673,0.42,0.068,0.135,0.0,0.0,0.33,0.35,0.0106,0.008652,0.009869,0.005021,0.005949,0.00095586,0.003545,0.001544,0.581696,1.0
109,1,0,0,0.42,0.0392999999999999,0.5656,0.045,74.0,0.0381,0.0269875,0.0318,0.034,0.02075,0.012425,0.0318,0.005,0.0389,0.02,0.028,73.0,0.1804,0.6,0.068,0.13,0.0,0.0,0.33,0.35,0.03,0.0005762236166136,0.0060725824983507,0.0007675447230869,0.001218564587046,0.0044534490738449,0.0010435423682129,0.000595068500867,0.6480693294008167,0.0
110,1,0,0,0.43,0.0593,0.5656,0.045,73.0,0.0381,0.0254,0.0318,0.034,0.02075,0.011425,0.0318,0.005,0.0416,0.0301,0.0238,71.0,0.175,0.5601,0.068,0.13,0.0,0.0,0.33,0.35,0.03,0.0046634513430595,0.0006406901157993,0.0044177640157179,0.0033409211037905,0.003827773180804,0.0011947373129398,0.0048940827935563,0.6358715198040945,0.0
111,1,0,0,0.41,0.069,0.5656,0.045,73.0,0.04,0.0327,0.04,0.0365,0.025,0.02,0.0318,0.015,0.0513,0.0287,0.04,73.0,0.1507,0.585,0.068,0.13,0.0,0.0,0.33,0.35,0.007,0.008378,0.007259,0.007585,0.00055148,0.00444,0.00087299,0.003237,0.664342,1.0
112,0,0,1,0.407,0.0675,0.5656,0.045,73.0,0.04,0.03475,0.045,0.0365,0.02335,0.0175,0.056,0.015,0.0217,0.0433,0.0227,73.5,0.1324,0.5903,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.000994,0.002689,0.002785,0.00304,0.001734,0.001048,0.002018,0.654093,1.0
113,1,0,0,0.39971,0.07,0.5656,0.034,73.5,0.04,0.0286,0.0318,0.0365,0.022,0.013,0.0289,0.015,0.0431,0.0219,0.0303,76.0,0.186,0.6119,0.068,0.12,0.0,0.0,0.33,0.35,0.009,0.002259,0.004139,0.009146,0.009146,0.00082337,0.009956,0.001846,0.65101,1.0
114,1,0,0,0.405,0.025,0.5656,0.045,72.0,0.04,0.0286,0.045,0.0365,0.02335,0.0215,0.0318,0.015,0.048,0.045,0.0243,71.5,0.105,0.305,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.001342,0.003943,0.004036,0.001576,0.001422,0.003454,0.005176,0.607482,1.0
115,0,0,1,0.41,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0349,0.015,0.0477,0.0385,0.0335,73.0,0.1098,0.5585,0.068,0.13,0.0,0.0,0.33,0.35,0.007,0.001543,0.001462,0.002151,0.00052897,0.001391,0.002925,0.004278,0.63861,1.0
116,1,0,0,0.405,0.025,0.5656,0.045,72.0,0.04,0.0286,0.045,0.0365,0.02335,0.0215,0.0318,0.015,0.048,0.045,0.0243,71.5,0.105,0.305,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.001466,0.00149,0.003994,0.001528,0.002457,0.001183,0.001834,0.607482,1.0
117,1,0,0,0.405,0.07,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.045,0.0433,73.0,0.23,0.68,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.00223,0.000717,0.000895,0.00822,0.004798,0.002191,0.0009657,0.69629,1.0
118,1,0,0,0.34,-0.025,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.015,0.0318,0.015,0.0431,0.0244,0.0253,72.5,0.11,0.2444,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.004067,0.001139,0.000777,0.004067,0.002233,0.006708,0.003098,0.579669,1.0
119,1,0,0,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.000664,0.009949,0.002142,0.007222,0.001236,0.004503,0.001755,0.653639,1.0
120,0,0,1,0.415,0.057,0.5656,0.06,75.5,0.04,0.0352,0.05,0.0365,0.027,0.02,0.045,0.015,0.0686,0.0487,0.0615,77.5,0.18,0.5687,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.002299,0.003493,0.003363,0.001746,0.001946,0.002669,0.00053715,0.682442,1.0
121,1,0,0,0.405,0.04,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.045,0.0433,73.0,0.2614,0.68,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.000835,0.000694,0.005973,0.002174,0.001349,0.004547,0.00080993,0.677858,1.0
122,0,1,0,0.41,0.07,0.5656,0.045,73.0,0.0381,0.0269875,0.0318,0.034,0.02075,0.012425,0.0318,0.005,0.04,0.08,0.03,74.0,0.1296,0.646,0.068,0.13,0.0,0.0,0.33,0.35,0.03,0.0045572407292866,0.002727235919346,0.0044583374998659,0.0017405851041941,0.0063985898731231,0.0005468650935235,0.0007639044983659,0.6776192167574836,0.0
123,1,0,0,0.41,0.068,0.5656,0.045,72.5,0.04,0.027,0.0318,0.0365,0.02335,0.013,0.0286,0.015,0.0409,0.0265,0.0328,73.5,0.1808,0.57,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.000568,0.007431,0.001194,0.002299,0.00602,0.002623,0.001129,0.662866,1.0
124,0,0,1,0.405,0.07,0.5656,0.08,73.0,0.04,0.05,0.055,0.05,0.0285,0.013,0.05,0.015,0.0558,0.0326,0.0306,73.0,0.1511,0.5326,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.002653,0.001159,0.009783,0.001513,0.001618,0.005595,0.007496,0.65683,1.0
125,0,0,1,0.454,0.069,0.5656,0.055,74.5,0.041,0.03175,0.05,0.0365,0.027,0.014,0.0318,0.015,0.0556,0.0558,0.0225,71.0,0.1173,0.51,0.073,0.135,0.0,0.0,0.33,0.35,0.008,0.000755,0.004421,0.002611,0.009515,0.001806,0.007618,0.00072498,0.708724,1.0
126,1,0,0,0.9193,0.1,0.5656,0.045,58.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0624,0.071,0.0353,63.0,0.0853,0.537,0.068,0.135,0.0,0.0,0.33,0.35,0.009,0.003249,0.002494,0.000644,0.004082,0.00091952,0.003811,0.001451,0.572807,1.0
127,0,0,1,0.405,0.07,0.5656,0.08,73.0,0.04,0.05,0.055,0.05,0.0285,0.013,0.05,0.015,0.0558,0.0326,0.0306,73.0,0.1504,0.5326,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.000518,0.003876,0.002159,0.00082699,0.00107,0.008196,0.00080786,0.64933,1.0
128,1,0,0,0.426,0.082,0.5656,0.045,72.0,0.04,0.0256,0.0286,0.0365,0.02285,0.015,0.0286,0.015,0.0347,0.0239,0.0332,72.0,0.1481,0.5939,0.068,0.13,0.0,0.0,0.33,0.35,0.0143,0.002392,0.0007,0.002817,0.001635,0.003887,0.006581,0.00706,0.664244,1.0
129,1,0,0,0.399,0.07,0.5656,0.045,74.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.0497,0.033,73.0,0.125,0.4747,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.000755,0.00205,0.003007,0.00095376,0.008722,0.002154,0.002523,0.653639,1.0
130,1,0,0,0.42,0.024,0.5656,0.041,73.5,0.04,0.0292,0.05,0.0365,0.022,0.016,0.0318,0.015,0.054,0.0401,0.0212,70.5,0.12,0.32,0.068,0.135,0.0,0.0,0.33,0.35,0.008,0.000736,0.007908,0.007908,0.0008472,0.005486,0.00063324,0.006462,0.698784,1.0
131,1,0,0,0.41,0.069,0.5656,0.2,73.5,0.04,0.0286,0.045,0.05,0.02335,0.013,0.0318,0.015,0.0496,0.0326,0.0271,72.5,0.213,0.605,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.003979,0.001542,0.000544,0.001429,0.002566,0.005889,0.00070821,0.664206,1.0
132,0,0,1,0.28,-0.04,0.5656,0.024,76.0,0.04,0.0302,0.045,0.0381,0.0275,0.019,0.0318,0.015,0.0353,0.025,0.0229,74.5,0.11,0.17,0.068,0.135,0.0,0.0,0.33,0.35,0.009,0.000771,0.002234,0.002695,0.002264,0.00088391,0.00393,0.00086346,0.523176,1.0
133,1,0,0,0.36473,0.025,0.5656,0.075,75.0,0.04,0.0254,0.035,0.0365,0.0235,0.013,0.03,0.015,0.04,0.025,0.035,74.0,0.1561,0.545,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.001159,0.004316,0.001634,0.00051976,0.002314,0.00054547,0.00089693,0.587486,1.0
134,1,0,0,0.398,0.067,0.5656,0.03,74.0,0.0381,0.0254,0.0317,0.034,0.01735,0.0105,0.0286,0.015,0.0353,0.0141,0.0285,72.0,0.1213,0.5341,0.068,0.13,0.0,0.0,0.33,0.35,0.0106,0.0021,0.000523,0.000563,0.002306,0.002466,0.00099001,0.0016,0.630675,1.0
135,0,0,1,0.4,0.02,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02835,0.012,0.0318,0.015,0.0469,0.0345,0.0325,68.5,0.115,0.3005,0.068,0.135,0.0,0.0,0.33,0.35,0.009,0.00088,0.001114,0.000946,0.00085748,0.00238,0.003296,0.002816,0.626198,1.0
136,1,0,0,0.405,0.07,0.5656,0.045,74.0,0.04,0.0267,0.037,0.0365,0.02335,0.013,0.028,0.015,0.041,0.0256,0.0401,73.0,0.1201,0.5456,0.068,0.13,0.0,0.0,0.33,0.35,0.007,0.005265,0.001196,0.005398,0.003794,0.00082037,0.003867,0.00050183,0.628323,1.0
137,0,0,1,0.415,0.057,0.5656,0.06,75.5,0.04,0.0327,0.05,0.0365,0.027,0.02,0.05,0.015,0.0739,0.0458,0.0588,77.5,0.2,0.5858,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.003801,0.000706,0.0018,0.004903,0.001997,0.007565,0.0009266,0.68559,1.0
138,0,0,1,0.325,-0.04,0.5656,0.045,70.0,0.04,0.0286,0.045,0.0365,0.02335,0.015,0.0318,0.015,0.0444,0.0322,0.0222,75.5,0.0898,0.1572,0.068,0.13,0.0,0.0,0.33,0.35,0.0112,0.003778,0.001263,0.00393,0.002244,0.005438,0.008335,0.001069,0.508894,1.0
139,0,0,1,0.41048,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.045,0.02335,0.013,0.055,0.015,0.022,0.0165,0.0235,73.0,0.1383,0.5765,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.004988,0.000748,0.005219,0.001409,0.002671,0.00060075,0.001248,0.638831,1.0
140,1,0,0,0.45,0.06,0.5656,0.072,73.0,0.035,0.04,0.039,0.04495,0.023,0.0165,0.0302,0.015,0.0605,0.065,0.02,72.0,0.11,0.485,0.1,0.135,0.0,0.0,0.33,0.35,0.0112,0.001065,0.001081,0.001691,0.00117,0.003504,0.00629,0.002069,0.750637,1.0
141,1,0,0,0.43,0.07,0.5656,0.045,74.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0501,0.0484,0.036,71.5,0.11,0.5184,0.068,0.135,0.0,0.0,0.33,0.35,0.009,0.002308,0.007296,0.003207,0.00086346,0.002568,0.00051976,0.00369,0.658308,1.0
142,0,0,1,0.40504,0.07,0.5656,0.045,74.0,0.04,0.0427,0.05,0.0365,0.045,0.019,0.0318,0.015,0.0499,0.0486,0.034,75.0,0.0411,0.5146,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.00361,0.000747,0.001477,0.00052665,0.00634,0.008954,0.00094129,0.627831,1.0
143,0,0,1,0.39,0.01,0.5656,0.045,73.5,0.04,0.0286,0.045,0.0365,0.02985,0.018,0.0318,0.015,0.0457,0.0442,0.0281,69.5,0.115,0.3002,0.068,0.135,0.0,0.0,0.33,0.35,0.009,0.004869,0.001313,0.003049,0.005872,0.00071446,0.00088197,0.003634,0.639401,1.0
144,1,0,0,0.4,0.01,0.5656,0.045,71.5,0.04,0.0286,0.045,0.0365,0.02835,0.0185,0.0318,0.015,0.0455,0.0316,0.0302,70.0,0.115,0.3016,0.068,0.13,0.0,0.0,0.33,0.35,0.01,0.001331,0.001276,0.000816,0.001682,0.007989,0.00064918,0.00483,0.650979,1.0
145,0,0,1,0.4,0.075,0.5656,0.1,72.0,0.04,0.0225,0.045,0.0365,0.0235,0.025,0.0318,0.02,0.0525,0.05,0.0317,73.0,0.106,0.51,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.000611,0.000578,0.009956,0.00073674,0.005308,0.009093,0.00081618,0.602118,1.0
146,1,0,0,0.4,0.01,0.5656,0.045,71.5,0.04,0.0286,0.045,0.0365,0.02835,0.0185,0.0318,0.015,0.0455,0.0316,0.0302,70.0,0.115,0.3016,0.068,0.13,0.0,0.0,0.33,0.35,0.01,0.002313,0.006767,0.000514,0.005339,0.009613,0.00093648,0.004599,0.650979,1.0
147,1,0,0,0.405,0.068,0.5656,0.045,72.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0493,0.0476,0.0329,73.0,0.1106,0.52,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.001358,0.008018,0.002569,0.004613,0.00097564,0.008703,0.001204,0.657006,1.0
148,1,0,0,0.4,0.03,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.045,0.07,74.0,0.3,0.64,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.001846,0.00159,0.000671,0.00079497,0.001326,0.005402,0.001013,0.648388,1.0
149,1,0,0,0.41199,0.07,0.5656,0.08,72.0,0.04,0.03,0.045,0.0365,0.0285,0.012,0.0318,0.015,0.0519,0.036,0.0287,74.0,0.1273,0.476,0.068,0.13,0.0,0.0,0.33,0.35,0.01,0.009349,0.004268,0.008514,0.002103,0.003358,0.005058,0.00058045,0.627497,1.0
150,1,0,0,0.41,0.072,0.5656,0.045,72.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0483,0.0256,0.033,73.0,0.15,0.54,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.004763,0.004834,0.007562,0.005231,0.00078343,0.001406,0.009254,0.657558,1.0
151,0,0,1,0.43,0.069,0.5656,0.055,74.0,0.041,0.03655,0.05,0.0395,0.027,0.0135,0.0318,0.015,0.06,0.04,0.035,71.25,0.1557,0.6,0.073,0.135,0.0,0.0,0.33,0.35,0.008,0.006443,0.001552,0.000647,0.001668,0.00065875,0.001369,0.003901,0.686564,1.0
152,0,0,1,0.43,0.035,0.5656,0.072,73.0,0.035,0.037,0.056,0.04745,0.028,0.01775,0.0349,0.015,0.048,0.062,0.0235,68.0,0.135,0.48,0.1,0.135,0.0,0.0,0.33,0.35,0.0112,0.001114,0.00292,0.000877,0.003288,0.00347,0.008299,0.00074052,0.672719,1.0
153,0,0,1,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.00093,0.001274,0.002234,0.00273,0.002254,0.004739,0.002202,0.653639,1.0
154,1,0,0,0.41,0.072,0.5656,0.045,72.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0483,0.0256,0.033,73.0,0.15,0.54,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.006167,0.002264,0.0012,0.001316,0.00054787,0.00065682,0.001258,0.657558,1.0
155,1,0,0,0.405,0.07,0.5656,0.045,75.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.049,0.0669,0.0395,71.5,0.145,0.6129,0.068,0.135,0.0,0.0,0.33,0.35,0.009,0.002675,0.000971,0.00555,0.00083489,0.007076,0.005069,0.0009022,0.644601,1.0
156,1,0,0,0.413,0.005,0.5656,0.045,72.5,0.04,0.0286,0.045,0.0365,0.03335,0.018,0.0318,0.015,0.049,0.0416,0.0216,69.0,0.1248,0.3414,0.068,0.135,0.0,0.0,0.33,0.35,0.009,0.00095,0.001444,0.004225,0.006144,0.005744,0.0005096,0.002075,0.653301,1.0
157,1,0,0,0.414,0.037,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.045,0.065,74.0,0.3,0.63,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.000778,0.001018,0.004097,0.005028,0.005653,0.001012,0.002296,0.666292,1.0
158,1,0,0,0.381,0.046,0.5656,0.045,74.0,0.0381,0.027,0.037,0.034,0.0212,0.0126,0.0286,0.014,0.0402999999999999,0.0352,0.0441,74.5,0.1594,0.561,0.068,0.135,0.0,0.0,0.33,0.35,0.025,0.0035293017426574,0.0006857850474048,0.0009742097333619,0.000789175860969,0.0066393384082939,0.0036984298382519,0.0045655810381185,0.6373032521683403,0.0
159,1,0,0,0.405,0.045,0.5656,0.08,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0659,0.047,0.0824,73.0,0.249,0.647,0.068,0.135,0.0,0.0,0.33,0.35,0.003,0.00537,0.003514,0.002525,0.004862,0.002846,0.005546,0.002388,0.653853,1.0
160,1,0,0,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0493,0.0486,0.0308,73.0,0.1525,0.515,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.001692,0.003901,0.001776,0.00063324,0.006664,0.001766,0.003078,0.65331,1.0
161,1,0,0,0.41582,0.066,0.5656,0.045,73.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.048,0.0441,0.038,73.0,0.1761,0.6141,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.000863,0.007646,0.000623,0.007793,0.004718,0.002218,0.001145,0.669158,1.0
162,0,0,1,0.407,0.0706,0.5656,0.045,73.0,0.04,0.03116,0.048,0.0365,0.034495,0.017,0.056,0.015,0.0217,0.0433,0.0227,73.5,0.096,0.55,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.009913,0.007398,0.000612,0.005686,0.0053,0.001118,0.00052243,0.653315,1.0
